Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time (h)	Time_to_finish (h)	Time_to_complete (h)	100%_Completed	Developer	Publisher	Release_date	Removed_game	Minimum_requirements	Recommended_requirements
Sonic Generations	71340	Action	Platformer, Great Soundtrack, Action, Fast-Paced, 3D Platformer, Singleplayer, 2D, Moddable, Adventure, Family Friendly, Classic, Colorful, Retro, Time Travel, 3D, Controller, Third Person, Replay Value, 3D Vision, Funny	20448	93.1	22	6	24	X	Devil's Details	SEGA	03-Nov-2011	NA	OS: Microsoft Windows 7\/Vista\/XP Processor: Intel Pentium Dual-Core T4200 (2x2.0GHz) or AMD equivalent Memory: 2GB RAM (XP)\/3GB RAM (Windows 7 \/ Vista) Graphics: NVIDIA GeForce 8800 (512MB) \/ ATI Radeon HD 2900 (512MB) DirectX®:  Hard Drive: 11 GB free hard drive space Sound:   	OS: Microsoft Windows 7 Processor: Intel Core i5 @ 2.66 GHz \/ AMD Phenom II X4 @ 3.0 GHz Memory: 3GB RAM Graphics: NVIDIA GeForce GTX 460 (1GB) \/ ATI Radeon HD 5850 (1GB) DirectX®:  Hard Drive: 11 GB free hard drive space Sound: 
Dead Rising 3	265550	Action	Zombies, Action, Open World, Co-op, Gore, Survival, Comedy, Open World Survival Craft, Multiplayer, Third Person, Funny, Crafting, Adventure, Online Co-Op, Sandbox, Horror, Singleplayer, Survival Horror, Atmospheric, RPG	15893	75.2	21	14	46	NA	Capcom Game Studio Vancouver	Capcom	05-Sep-2014	NA	OS: Windows 7 64-bit edition, Windows 8 64-bit editionProcessor: Intel Core i3-3220 @ 3.30GHz (or Intel Core 2 Quad Q9550 @ 2.83GHz) \/ AMD Phenom II X4 945 @ 3.00 GHz or higherMemory: 6 GB RAMGraphics: NVIDIA® GeForce® GTX 570 \/ AMD Radeon 7870 or higherDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX 11 Compatible sound cardAdditional Notes: Broadband internet connection is required for Co-op play. 	OS: Windows 7 64-bit edition, Windows 8 64-bit editionProcessor: Intel Core i5-4570 CPU @ 3.20GHz or AMD equivalentMemory: 8 GB RAMGraphics: NVIDIA® GeForce GTX 670 2GB \/ AMD Radeon 7970 2GBDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX 11 Compatible sound cardAdditional Notes: Broadband internet connection is required for Co-op play.  An Xbox 360 Controller for Windows or other Xinput-compatible controller is recommended for this game.
Resident Evil 5	21690	Action, Adventure	Action, Zombies, Co-op, Third-Person Shooter, Horror, Co-op Campaign, Online Co-Op, Adventure, Multiplayer, Third Person, Survival Horror, Shooter, Singleplayer, Local Co-Op, Female Protagonist, Quick-Time Events, Survival, Gore, Atmospheric, 3D Vision	32339	87	21	12	33	NA	Capcom	Capcom	15-Sep-2009	NA	Supported OS: Windows®10                                 Processor: Intel Core™ 2 Quad 2.4GHz or better, AMD Phenom™ II x4 3.4GHZ or better                                 Memory: 4GB or better          Graphics: 512 MB VRAM, NVIDIA® GeForce 9800 series or better, ATI Radeon HD 7770 or better        Display:  Minimum 800 x 600 pixel resolution        Sound: DirectSound Compatible (DirectX 9.0c or higher)             DirectX®: DirectX 9.0c \/ Shader 3.0  or better                           Hard Drive: 15 GB free hard drive space                 Peripherals: Keyboard and mouse               Internet connection required for game activation. Supported OS: Windows®10                              Processor: Intel Core™ i5-3570 or better, AMD Phenom™ II x4 3.4GHZ or better                                 Memory: 4GB or better          Graphics: 512 MB VRAM, NVIDIA(R) GeForce® GTX 650 or better, ATI Radeon HD 7770 or better        Display:  Minimum 1280 x 720 pixel resolution        Sound: DirectSound Compatible (DirectX 9.0c or higher)             DirectX®: DirectX 9.0c \/ Shader 3.0 or better                            Hard Drive: 15 GB free hard drive space                 Peripherals: Keyboard and mouse, controller supported                Internet connection required for game activation.	NA
Owlboy	115800	Action, Adventure, Indie	Pixel Graphics, Adventure, Indie, Great Soundtrack, Metroidvania, 2D, Platformer, Story Rich, Action, Atmospheric, Fantasy, Puzzle-Platformer, Singleplayer, Retro, Action-Adventure, Flight, Funny, Cute, Open World, RPG	5371	84.6	21	8	13	X	D-Pad Studio	D-Pad Studio	01-Nov-2016	NA	OS: Windows 7\/8\/10\/VistaProcessor: Dual CoreMemory: 1 GB RAMGraphics: Pixelshader 3.0 enabled graphics card(DirectX 10 capable graphics card)DirectX: Version 9.0cStorage: 600 MB available space	NA
Darksiders II Deathinitive Edition	388410	Action, Adventure, RPG	Action, Hack and Slash, Adventure, RPG, Open World, Singleplayer, Third Person, Fantasy, Story Rich, Puzzle, Great Soundtrack, Action RPG, Dark Fantasy, Parkour, Loot, Gore, Spectacle fighter, Controller, Multiplayer, Metroidvania	14920	77.6	19.9	20	52	NA	Gunfire Games, Vigil Games, THQ Nordic	THQ Nordic	05-Nov-2015	NA	OS: Windows XP, Windows Vista SP1, Windows 7, Windows 8 or Windows 10 (64bit)Processor: 2.0Ghz Intel® Core™2 Duo Processor or AMD equivalentMemory: 4 GB RAMGraphics: NVIDIA 9800 GT 512 MB Video Card or AMD equivalentDirectX: Version 9.0cStorage: 13 GB available spaceSound Card: DirectX compatible Sound card 	OS: Windows 7, Windows 8 or Windows 10 (64bit)Processor: Any Quad-core AMD or Intel ProcessorMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 260 512MB Video Card or AMD equivalentDirectX: Version 9.0cStorage: 13 GB available spaceSound Card: DirectX compatible Sound card
Resident Evil 2	883710	Action	Zombies, Survival Horror, Horror, Remake, Singleplayer, Third Person, Gore, Action, Atmospheric, Puzzle, Violent, Story Rich, Survival, Classic, Multiplayer, Female Protagonist, Dark, Adventure, Shooter, Difficult	121529	97.1	19.3	9	34	NA	CAPCOM Co., Ltd.	CAPCOM Co., Ltd.	24-Jan-2019	NA	Requires a 64-bit processor and operating systemOS: WINDOWS® 10 (64-BIT Required)Processor: Intel® Core™ i5-4460 or AMD FX™-6300 or betterMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 960 or AMD Radeon™ RX 460DirectX: Version 12Storage: 26 GB available spaceAdditional Notes: This game is expected to run at 1080p\/30 FPS. If you have don't have enough graphics memory to run the game at your selected texture quality, you must go to Options &gt; Graphics and lower the texture quality or shadow quality, or decrease the resolution. An internet connection is required for product activation. (Network connectivity uses Steam® developed by Valve® Corporation.) 	Requires a 64-bit processor and operating systemOS: WINDOWS® 10 (64-BIT Required)Processor: Intel® Core™ i7-3770 or AMD FX™-9590 or betterMemory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 1060 or AMD Radeon™ RX 480  with 3GB VRAMDirectX: Version 12Storage: 26 GB available spaceAdditional Notes: This game is expected to run at 1080p\/60 FPS. An internet connection is required for product activation. (Network connectivity uses Steam® developed by Valve® Corporation.)
Battle vs Chess	211050		Strategy, Chess, Casual, Board Game, Turn-Based Strategy, Turn-Based, Multiplayer	976	71.2	18.5	17	0	NA			16-Aug-2012	NA	OS:Windows XP SP3 \/ Vista \/ 7 \/ 8 \/ 10 Processor:2.0 GHz Single Core CPU Memory:1 GB RAM Graphics:Graphics card with Shader 3.0 support and 128 MB RAM DirectX®:9.0c Hard Drive:1 GB HD space Sound:Soundcard with 5.1 Support Other Requirements:Broadband Internet connection 	OS:Windows XP SP3 \/ Vista \/ 7 \/ 8 \/ 10 Processor:Intel Core 2 Duo or AMD Athlon 64x2 Memory:2 GB RAM Graphics:Graphics card with Shader 3.0 support and 256 MB RAM DirectX®:9.0c Hard Drive:2 GB HD space Sound:Soundcard with 5.1 Support Other Requirements:Broadband Internet connection
Blasphemous	774361	Action, Adventure, Indie	Metroidvania, Souls-like, Pixel Graphics, Gore, Dark Fantasy, Violent, 2D, Action, Indie, Difficult, Platformer, Adventure, Blood, Horror, Singleplayer, Gothic, Lore-Rich, Great Soundtrack, Side Scroller, Nudity	28266	90.4	18.3	14	27	NA	The Game Kitchen	Team17	10-Sep-2019	NA	Requires a 64-bit processor and operating systemOS: Windows 7 64-bitProcessor: Intel Core2 Duo E8400 or AMD Phenom II x2 550Memory: 4 GB RAMGraphics: GeForce GTX 260 or Radeon HD 4850Storage: 4 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Core i5-750 or AMD Phenom II x4 945Memory: 4 GB RAMGraphics: GeForce GTX 650 or Radeon HD 5770Storage: 4 GB available space
Cuphead	268910	Action, Indie	Difficult, Cartoon, Co-op, Platformer, Great Soundtrack, Local Co-Op, 2D, Hand-drawn, Multiplayer, Indie, Retro, Cartoony, Bullet Hell, Action, Shoot 'Em Up, Side Scroller, Singleplayer, Colorful, Funny, Atmospheric	129812	96.6	17.3	10	24	NA	Studio MDHR Entertainment Inc.	Studio MDHR Entertainment Inc.	29-Sep-2017	NA	Requires a 64-bit processor and operating systemOS: Windows 7Processor: Intel Core2 Duo E8400, 3.0GHz or AMD Athlon 64 X2 6000+, 3.0GHz or higherMemory: 3 GB RAMGraphics: Geforce 9600 GT or AMD HD 3870 512MB or higherDirectX: Version 11Storage: 4 GB available space 	Requires a 64-bit processor and operating system
Hellblade: Senua's Sacrifice	414340	Action, Adventure, Indie	Atmospheric, Psychological, Female Protagonist, Story Rich, Mythology, Singleplayer, Dark, Adventure, Third Person, Horror, Dark Fantasy, Action, Violent, Indie, Walking Simulator, Hack and Slash, Action-Adventure, Fantasy, Realistic, Blood	54235	91.3	17.3	8	9	X	Ninja Theory	Ninja Theory	07-Aug-2017	NA	OS: Windows 7, 8, 10Processor: Intel i5 3570K \/ AMD FX-8350Memory: 8 GB RAMGraphics: GTX 770 with 2GB VRAM \/ Radeon R9 280X 3GBDirectX: Version 11Storage: 30 GB available spaceAdditional Notes: Minimum spec screen resolution: 1280x720	NA
Oceanhorn: Monster of Uncharted Seas	339200	Action, Adventure, Indie, RPG	Adventure, RPG, Action, Indie, Puzzle, Singleplayer, Fantasy, Action-Adventure, Open World, Isometric, Action RPG, Cartoony, JRPG, Controller, Exploration, Metroidvania, 3D, Colorful, Lore-Rich, Story Rich	1889	80	17.3	9	16	X	Cornfox & Brothers Ltd.	Cornfox & Brothers Ltd.	17-Mar-2015	NA	OS: Windows 7Processor: 1.7 GHz Dual Core or fasterMemory: 1 GB RAMGraphics: DirectX 10 compatible, 256 MB VRAMDirectX: Version 10Storage: 700 MB available spaceSound Card: DirectX 10 compatibleAdditional Notes: Even slower systems may run the game. 	OS: Windows 10Processor: 2.2 GHz Dual Core or fasterMemory: 2 GB RAMGraphics: DirectX 10 compatible, 512 MB VRAMDirectX: Version 10Storage: 800 MB available spaceSound Card: DirectX 10 compatibleAdditional Notes: Even slower systems run the game.
Brütal Legend	225260	Action, Adventure, Strategy	Action, Comedy, Adventure, Great Soundtrack, Open World, Music, Hack and Slash, Strategy, Third Person, Funny, RTS, Fantasy, Singleplayer, Gothic, Action-Adventure, Multiplayer, Atmospheric, Beat 'em up, RPG, Action RPG	17271	93.1	17.2	9	24	NA	Double Fine Productions	Double Fine Productions	26-Feb-2013	NA	OS:Windows XP SP3 Processor:Intel Core 2 Duo at 2.2 GHz, or AMD Athlon 64 at 2.2 GHz Memory:1 GB RAM Graphics:512 MB GeForce 220, Radeon 4550, Intel HD 3000 Graphics DirectX®:9.0c Hard Drive:8 GB HD space Sound:DirectX Compatible Sound Card Other Requirements:Broadband Internet connection 	OS:Windows 7 Processor:Intel i5 Duo at 2.5 GHz, or AMD FX 3.5 GHz Memory:2 GB RAM Graphics:512 MB GeForce 650, Radeon 7000 DirectX®:9.0c Hard Drive:8 GB HD space Sound:DirectX Compatible Sound Card Other Requirements:Broadband Internet connection
River City Ransom: Underground	422810	Action, Indie, RPG	Action, Beat 'em up, Retro, Indie, RPG, Pixel Graphics, PvE, Action RPG, PvP, Local Co-Op, Online Co-Op, 2D, Co-op, Competitive, Open World, Cartoon, 4 Player Local, Local Multiplayer, Side Scroller, Great Soundtrack	2336	75.7	16.7	10	25	NA	Conatus Creative Inc.	Conatus Creative Inc.	27-Feb-2017	NA	OS: Microsoft® Windows® XP \/ Vista \/ 7 \/ 8 \/ 10Processor: Intel Core 2 Duo 1.8Ghz or equivalentMemory: 3 GB RAMGraphics: 512MB GPU, DirectX 9, Shader Model 2.0 (XNA 4.0 Reach Profile)DirectX: Version 9.0cStorage: 120 MB available spaceAdditional Notes: A faster processor may be required for online multiplayer. XInput devices supported.	NA
Blackguards	249650	Action, Adventure, Indie, RPG, Strategy	RPG, Turn-Based, Strategy, Tactical, Fantasy, Indie, Singleplayer, Turn-Based Strategy, Adventure, Tactical RPG, Isometric, Hex Grid, Character Customization, Dark Fantasy, Turn-Based Tactics, Story Rich, Action, Difficult, CRPG, Turn-Based Combat	3500	62	16.6	41	49	NA	Daedalic Entertainment	Daedalic Entertainment	22-Jan-2014	NA	OS: Windows Vista SP2, Windows 7 SP1, Windows 8 (32\/64 bits versions)Processor: 2 GHz Dual CoreMemory: 4 GB RAMGraphics: nVidia GeForce 8600 GT, ATI Radeon HD 2600 XTDirectX: Version 9.0cStorage: 20 GB available spaceSound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers 	OS: Windows Vista SP2, Windows 7 SP1, Windows 8 (32\/64 bits versions)Processor: 2.4 GHz Quad Core CPUMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 275, ATI Radeon 4770 Series or higherDirectX: Version 9.0cStorage: 20 GB available spaceSound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers
BloodRayne: Betrayal (Legacy)	281220	Action	Action, Hack and Slash, Female Protagonist, Platformer, 2D, Vampire, Gore, Singleplayer, Side Scroller, Anime, Difficult, Blood, Indie, Beat 'em up, Great Soundtrack, Horror	872	60.9	16.5	5	11	NA	Abstraction Games	Ziggurat	30-Apr-2014	NA	OS: Windows 7-32Bit or Windows 8-32BitProcessor: AMD Athlon 64 X2 Dual Core Processor 4600+, 2.4GHz \/ Intel Pentium D 805 2.66GHz or higherMemory: 1 GB RAMGraphics: NVIDIA GeForce 9600 GT 512 MB \/ ATI Radeon HD 4650 1GB or higher | Shader Model 3+Storage: 3 GB available space 	OS: Windows 7-64Bit or Windows 8-64BitProcessor: AMD Athlon 7850 Dual Core Processor 2.8GHz \/ Intel Core 2 Duo E7500 2.93 GHzMemory: 2 GB RAMGraphics: NVIDIA GeForce 9600 GT 1GB \/ ATI Radeon HD 4650 1GB  | Shader Model 3+Storage: 3 GB available space
Warhammer 40,000: Dawn of War III	285190	Action, Simulation, Strategy	Warhammer 40K, Strategy, RTS, Sci-fi, Multiplayer, Action, Games Workshop, MOBA, Singleplayer, Gore, Base-Building, War, Atmospheric, Tactical, Co-op, Great Soundtrack, Story Rich, Classic, Violent, Casual	20537	47.1	16.4	17	25	NA	Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)	SEGA, Feral Interactive (Mac), Feral Interactive (Linux)	27-Apr-2017	NA	Requires a 64-bit processor and operating systemOS: 64-bit Windows 7 with latest updatesProcessor: 3GHz i3 quad logical core or equivalentMemory: 4 GB of RAM, 1 GB of VRAM MB RAMGraphics: NVIDIA GeForce 460 or AMD Radeon 6950 or equivalent DirectX 11-cardDirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceAdditional Notes: Quad physical core i5 or equivalent recommended for 3vs3 multiplayer.              Game requires Internet connection for play and progression. 	Requires a 64-bit processor and operating systemOS: 64-bit Windows 10 with latest updatesProcessor: 3GHz i5 quad core or equivalentMemory: 8 GB of RAM, 2 GB of VRAM MB RAMGraphics: NVIDIA GeForce 770 or AMD Radeon 7970 or equivalent DirectX 11 cardDirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceAdditional Notes: Game requires Internet connection for play and progression.
Plague Inc: Evolved	246620	Casual, Indie, Simulation, Strategy	Strategy, Simulation, Outbreak Sim, Indie, Singleplayer, Multiplayer, Zombies, Casual, Tactical, Replay Value, Post-apocalyptic, Addictive, Realistic, 2D, Difficult, Atmospheric, Early Access, Co-op, Sandbox, Survival	46437	94.5	16.3	4	54	NA	Ndemic Creations	Ndemic Creations	18-Feb-2016	NA	OS: Windows 8 (64 Bit)Processor: 2.0 GHz Dual Core ProcessorMemory: 1 GB RAMGraphics: Integrated Graphics (512MB)Storage: 500 MB available spaceAdditional Notes: Additional Notes: Requires a system running DirectX 11 as a minimum. Graphics cards over 10 years old may find some graphics display issues. Unsupported video chipsets: Intel HD Graphics 3000, Intel GMA X3100, Intel GMA 950. 	OS: Windows 10 (64 Bit)Processor: 3.0GHz i5 Dual Core or equivalentMemory: 2 GB RAMGraphics: Nvidia GeForce GTX 650 Radeon HD 3600 (1GB)Storage: 1 GB available spaceAdditional Notes: Additional Notes: Requires a system running DirectX 11 as a minimum. Graphics cards over 10 years old may find some graphics display issues. Unsupported video chipsets: Intel HD Graphics 3000, Intel GMA X3100, Intel GMA 950.
Tumblestone	269710	Action, Casual, Indie, Strategy	Indie, Casual, Action, Strategy, Puzzle, Match 3, Local Multiplayer, Singleplayer, 4 Player Local, Arcade, Local Co-Op, Co-op, 2D, Competitive, Split Screen, Multiplayer, Relaxing, Funny, Family Friendly, Hand-drawn	1814	76.4	16.2	21	25	NA	The Quantum Astrophysicists Guild	The Quantum Astrophysicists Guild	12-Jul-2016	NA	OS: Windows XP SP2+Processor: SSE2 instruction set supportMemory: 1 GB RAMGraphics: No dedicated graphics card requiredDirectX: Version 9.0Storage: 1 GB available space	NA
One Finger Death Punch	264200	Action, Casual, Indie	Action, 2D Fighter, Fast-Paced, Indie, Beat 'em up, Fighting, Singleplayer, Addictive, 2D, Martial Arts, Casual, Difficult, Arcade, Great Soundtrack, Rhythm, Epic, Mouse only, Blood, Gore, Funny	16013	98	16	7	33	NA	Silver Dollar Games	Silver Dollar Games	03-Mar-2014	NA	OS: Windows XP \/ Vista \/ 7 \/ 8Processor: 2.0 GHz+ Dual Core Processor or higherMemory: 1 GB RAMGraphics: 512 MB VRAM with Shader Model 3.0 support and needs a directX 10 capable video card.DirectX: Version 9.0cStorage: 200 MB available spaceAdditional Notes: This game requires Microsoft XNA Framework Redistributable 4.0 and Microsoft NET Framework 4.0. If you need, you can download from http:\/\/www.microsoft.com\/en-us\/download\/details.aspx?id=20914 and  http:\/\/www.microsoft.com\/en-us\/download\/details.aspx?id=17851 	OS: Windows XP \/ Vista \/ 7 \/ 8Processor: 2.0 GHz+ Dual Core Processor or higherMemory: 2 GB RAMGraphics: 512 MB VRAM with Shader Model 3.0 support and needs a directX 10 capable video card.DirectX: Version 9.0cStorage: 200 MB available spaceAdditional Notes: Xbox 360 controller officially supported
Euro Truck Simulator 2	227300	Indie, Simulation	Driving, Transportation, Simulation, Open World, Automobile Sim, Realistic, Moddable, Relaxing, Immersive Sim, Exploration, Economy, Management, Atmospheric, Multiplayer, Controller, Third Person, Family Friendly, Casual, Adventure, Indie	619192	97.4	16	45	422	NA	SCS Software	SCS Software	12-Oct-2012	NA	OS: Windows 7Processor: Dual core CPU 2.4 GHzMemory: 4 GB RAMGraphics: GeForce GTS 450-class (Intel HD 4000)Hard Drive: 12 GB available space 	OS: Windows 7\/8.1\/10 64-bitProcessor: Quad core CPU 3.0 GHzMemory: 6 GB RAMGraphics: GeForce GTX 760-class (2 GB)Hard Drive: 12 GB available space
Always Sometimes Monsters	274310	Indie, RPG	Indie, RPG, RPGMaker, Story Rich, Pixel Graphics, Choices Matter, LGBTQ+, Casual, Singleplayer, Walking Simulator, Great Soundtrack, Adventure, Romance, Female Protagonist, 2D, Visual Novel, Nudity, Interactive Fiction, Horror, Life Sim	2387	74.9	15.5	9	13	NA	Vagabond Dog	Vagabond Dog	21-May-2014	NA	OS: Windows XP, Vista, 7, or 8 (32-bit or 64-bit)Processor: Intel Pentium 4, 2.0 Ghz or fasterMemory: 512 MB RAMGraphics: 1024 x 768 desktop resolution or betterStorage: 500 MB available spaceAdditional Notes: No Steam Overlay Support	NA
